Id,SalePrice
1461,119783.68551976075
1462,154857.27045484225
1463,193695.93453207222
1464,198514.35066652627
1465,199290.30469353587
1466,172129.0362736922
1467,176468.73527555846
1468,161246.19229448822
1469,181576.18617668463
1470,122898.11378676342
1471,184830.74156186078
1472,95309.50238791369
1473,97009.99432278052
1474,144467.67805796728
1475,102847.94760686702
1476,379113.7771591251
1477,247133.91802742094
1478,290536.64833637327
1479,299647.9197703633
1480,483866.94351262326
1481,314127.8049268929
1482,207566.53441162244
1483,188320.53650068698
1484,161310.02877501035
1485,182863.52502233043
1486,192806.22177049078
1487,345682.6387228733
1488,220179.07614076848
1489,195482.27855000357
1490,261276.35277747412
1491,196457.71093423147
1492,89863.59975289801
1493,161899.6897835154
1494,304666.8111928034
1495,286108.2956842677
1496,238451.42607070302
1497,183200.5328912238
1498,183867.06542241192
1499,158576.9705121218
1500,159141.8357816528
1501,179855.03182621946
1502,137789.784837553
1503,286690.34876309306
1504,232343.109164144
1505,227490.19874316125
1506,188210.0777199402
1507,254617.9620973137
1508,202696.6060484751
1509,155852.07622841865
1510,148479.2842380626
1511,174485.39377877966
1512,182778.137163232
1513,143242.67045253213
1514,161263.4882074397
1515,209414.4772749053
1516,157670.23714096998
1517,162594.84589716405
1518,132488.239246548
1519,206278.88225704266
1520,127332.28512446236
1521,135495.39587166277
1522,182382.6590396284
1523,116669.11183331104
1524,127414.07379127326
1525,123118.94487773969
1526,112162.20485367042
1527,102828.10865148214
1528,129841.6784617505
1529,154136.38671402543
1530,177333.25349305724
1531,113003.49213689847
1532,91904.54229141092
1533,155017.4984229432
1534,121722.58012645837
1535,155918.77486113095
1536,108110.75287803348
1537,60902.94985011187
1538,138994.83992927894
1539,187552.45377827677
1540,83853.64024995631
1541,141689.94004660985
1542,154911.3230394437
1543,188293.5810421162
1544,90032.06939939236
1545,111833.34677550918
1546,132280.675429921
1547,142685.17921702957
1548,137598.4841451884
1549,120009.7647748875
1550,139110.5122762864
1551,101395.63202057689
1552,141654.62889568944
1553,146500.61082326862
1554,114915.74669118656
1555,167472.20044670103
1556,84679.88652410428
1557,120149.29558330713
1558,97229.02253107028
1559,51148.29660279227
1560,131968.2059948631
1561,128010.28535531691
1562,128009.24205741008
1563,116998.66703347632
1564,166306.70171252298
1565,153186.4887105848
1566,226576.66738521526
1567,77207.49061775056
1568,239598.5320326964
1569,150334.51817520277
1570,126020.97694040724
1571,121826.10145698632
1572,143871.68132852172
1573,256464.31496179727
1574,120024.01199923636
1575,215600.34878557033
1576,243209.4187636343
1577,180034.90343298248
1578,137770.00054547822
1579,151995.77670094196
1580,189351.3791799913
1581,158926.6912546273
1582,124165.12351920905
1583,281772.2382825309
1584,219342.2970382967
1585,139633.3062710292
1586,67470.79951948428
1587,105192.94407902758
1588,149585.84769791804
1589,104633.2850955386
1590,127931.17005588839
1591,97112.64752041655
1592,118076.04707741784
1593,114986.86282793712
1594,148697.54980930916
1595,98681.24898944522
1596,222878.01063849212
1597,200065.4502800603
1598,219778.4353535984
1599,153226.9934162849
1600,152362.99964991532
1601,74086.7404512921
1602,115212.92848260829
1603,60868.07116319199
1604,258948.08640245235
1605,224682.58596289225
1606,166837.5798917777
1607,173793.7186522379
1608,219370.38004142995
1609,180303.00720912754
1610,157123.6772738129
1611,141672.61006160604
1612,185630.94677986225
1613,172367.38896116815
1614,114971.73282738257
1615,88721.27597635124
1616,75155.57100471089
1617,90960.8716150214
1618,133264.04640917605
1619,139883.18703067064
1620,142215.5198875637
1621,141651.07393507808
1622,139725.32624660115
1623,237191.1830936011
1624,221103.83416367753
1625,113959.65343294335
1626,169094.4639942673
1627,196328.19263088302
1628,257039.33179648625
1629,169942.02778585185
1630,369560.9467803967
1631,229999.24842716017
1632,249414.4115445647
1633,163182.58561295
1634,188646.83002513202
1635,175432.87652403954
1636,152711.00894793283
1637,218194.07682232812
1638,179823.72547369136
1639,189127.65728447717
1640,243119.08912825273
1641,176973.38603237065
1642,250607.20105341132
1643,219328.4172954672
1644,228091.33991521638
1645,217032.56209088064
1646,153100.47736450046
1647,146367.61002296308
1648,130929.15072435935
1649,138949.24165216574
1650,115383.77817142483
1651,124869.59003249758
1652,95740.67941643685
1653,98562.74166512993
1654,143450.4396613494
1655,130177.56793209081
1656,142225.82715185054
1657,149178.95769745336
1658,149340.14082341455
1659,110556.08194098278
1660,157054.45088019755
1661,464205.79462018056
1662,380983.8294477277
1663,390805.2620897904
1664,644489.3619227838
1665,318494.33460918843
1666,298734.65912053327
1667,395225.0900441401
1668,351515.5309073777
1669,297325.27494202345
1670,351732.1788657272
1671,275663.04361825064
1672,405103.9493829848
1673,293140.5039844296
1674,240643.1009505549
1675,216376.80554264766
1676,211533.24989692745
1677,229304.93143994696
1678,427454.72927022504
1679,382203.2455674996
1680,330666.0174877081
1681,250352.18898588966
1682,305495.43656885345
1683,195052.68312875595
1684,170070.86325755136
1685,179254.95251430216
1686,169475.88193651065
1687,164016.21653690765
1688,188131.1913463483
1689,189838.19652621646
1690,191904.03425745614
1691,180216.6622493817
1692,248780.78338414794
1693,160009.3950573514
1694,181193.98580303093
1695,154678.40128307845
1696,275325.0629347011
1697,157759.87975276992
1698,343735.4563567563
1699,312783.25853430695
1700,268565.6231330776
1701,272320.1125127697
1702,236111.7874570023
1703,232871.70445631543
1704,266049.57240345667
1705,235543.93291566978
1706,422618.01368170837
1707,217815.81683984073
1708,205669.25581540898
1709,251326.68706955636
1710,217915.58834247728
1711,274285.5594140054
1712,254151.68763413347
1713,283961.4112798159
1714,219478.3041200696
1715,208160.77425227014
1716,181090.04497164334
1717,166712.07315995605
1718,139986.10644437672
1719,203784.312353308
1720,212228.24216004298
1721,147269.53578728955
1722,124885.48989274727
1723,151512.67683054126
1724,201366.63357185398
1725,236223.4349926063
1726,189085.33627539987
1727,164419.9588048147
1728,158631.4348389589
1729,171308.03175808216
1730,154681.37634985012
1731,120744.95805052016
1732,122895.0517621799
1733,111640.02917836937
1734,121398.38074809265
1735,116133.50534290027
1736,107950.77513360446
1737,253405.63008613288
1738,268468.8007976268
1739,262641.1834918825
1740,240856.14185185728
1741,208688.12236309054
1742,175992.83651223005
1743,172743.24114228418
1744,311490.52067711804
1745,225991.8700449381
1746,168524.78593322216
1747,207617.73283769898
1748,223631.67279061573
1749,147266.27207035138
1750,121072.41149781275
1751,247299.3933936762
1752,114181.65457515248
1753,158519.81825635352
1754,181872.36208868775
1755,169919.32453635967
1756,130535.10740365241
1757,117853.07075500149
1758,151563.9844803419
1759,164971.9791471186
1760,173401.11556196763
1761,158443.73985001756
1762,188022.7165058254
1763,183713.46624067827
1764,113824.06066540237
1765,145904.53253678072
1766,194210.77584711023
1767,235139.17216673613
1768,142471.1208612788
1769,159683.09672838557
1770,149354.8609789405
1771,126163.15065277403
1772,136774.05012319703
1773,125778.04728137531
1774,147255.86429513994
1775,135525.2556301626
1776,128075.11964092022
1777,107196.227681524
1778,144517.33511307268
1779,129632.027560941
1780,168937.85434939736
1781,129722.34518634854
1782,94027.62323729196
1783,145505.70543940362
1784,115541.14906500975
1785,122005.26458863677
1786,141264.3269565401
1787,152676.7823602362
1788,68150.79959030445
1789,91215.18901945108
1790,79463.28989527262
1791,180121.15929712387
1792,161498.03021156052
1793,124055.84175171792
1794,153026.7022145125
1795,132835.3303277009
1796,117250.59708233346
1797,107340.7191123497
1798,121993.76496556574
1799,107868.48590608247
1800,132947.92231667947
1801,132924.87254511102
1802,127108.43313714837
1803,144946.62021281658
1804,146526.43177519494
1805,131183.86471652501
1806,124444.73212906791
1807,128439.24786938027
1808,122194.62645419291
1809,126802.50930951358
1810,143009.31390282244
1811,100727.58007386122
1812,100825.98214351395
1813,124124.51300216564
1814,101939.24561016666
1815,55405.138127609825
1816,100144.0161173786
1817,120638.35899337236
1818,149834.79883767574
1819,129154.72610648154
1820,44298.37754370067
1821,111286.94986680894
1822,148668.54094109117
1823,38391.71365536999
1824,123617.12551214437
1825,137652.26027647048
1826,108035.3713871198
1827,100671.99870296975
1828,142229.03435708763
1829,126820.96199123526
1830,144565.10216012367
1831,140544.07974013442
1832,66506.64199742832
1833,138327.76345566838
1834,117393.2522629787
1835,115323.63383312282
1836,130438.77856266391
1837,96967.9037969579
1838,123925.74917912629
1839,102532.46898964413
1840,139141.26637223893
1841,124913.21376593634
1842,84583.32195789578
1843,131143.01905902996
1844,131453.548758963
1845,143618.45526065488
1846,160249.69664592211
1847,172625.10490503925
1848,54296.082598851484
1849,123184.55373547203
1850,119284.21669462431
1851,150120.3534859896
1852,129344.77383156505
1853,125806.53326244342
1854,163625.67210672575
1855,158501.73064596875
1856,224643.1395423641
1857,154343.58246590986
1858,142234.0520684434
1859,117689.90970288902
1860,148464.85581738446
1861,116754.72281815096
1862,296869.7270531562
1863,275994.1580853643
1864,276095.44122551056
1865,333060.2930656367
1866,313584.86565687764
1867,212116.38716480392
1868,287985.47847786633
1869,199304.85597663978
1870,209751.22706248434
1871,240291.0116160062
1872,183123.7597037255
1873,248348.89693769705
1874,154546.0158624856
1875,195898.1021500371
1876,205198.5320810851
1877,208211.4826488912
1878,199223.2315087506
1879,133625.07378442425
1880,132141.09688086587
1881,243512.43855726405
1882,236319.1064219531
1883,186410.32727461302
1884,205624.53447065904
1885,207308.3805209012
1886,267151.8304253464
1887,214674.5891292553
1888,255805.43159915876
1889,179467.79780089523
1890,112162.07059428719
1891,118714.40989135003
1892,98264.13454692882
1893,135413.08316082478
1894,125249.73164955543
1895,134014.0349069898
1896,124359.19993957799
1897,120682.61513034267
1898,113870.41005722265
1899,155654.4679131983
1900,140010.73097319453
1901,184623.07039209007
1902,164398.6376664734
1903,216165.6378351923
1904,142663.57416880774
1905,208138.47321378795
1906,146949.0047678833
1907,226551.4012100281
1908,104109.49594653839
1909,132763.55896700762
1910,117948.82027280683
1911,230220.55358317876
1912,350472.5676524351
1913,143447.06658802493
1914,49006.519515992455
1915,318569.3117099079
1916,73485.7443435722
1917,232669.60151517042
1918,132431.0890648412
1919,180866.04328012685
1920,167209.3089942676
1921,379153.63547363534
1922,306365.72191449185
1923,250879.16525131773
1924,216026.29501624568
1925,198517.27453410605
1926,373289.2763168037
1927,131962.77396076312
1928,160996.46236823002
1929,126993.16145588712
1930,125360.25431967054
1931,143272.3318720055
1932,139658.3809713419
1933,180822.5839478239
1934,181816.0975699196
1935,171738.21715267072
1936,189587.86657397798
1937,188267.28647416274
1938,181860.7655268569
1939,250431.99639573757
1940,193711.64335399264
1941,170175.4093057242
1942,175982.11228374642
1943,211716.41400407464
1944,387447.92675342655
1945,413516.66350603936
1946,128743.35191094401
1947,335467.59541032696
1948,167311.34111661516
1949,244835.12092908134
1950,177318.87885991228
1951,242153.51269487597
1952,202393.263323278
1953,168010.73657549414
1954,173735.15996711055
1955,134241.20023442982
1956,303966.6479308295
1957,154461.8116329611
1958,254302.80340807783
1959,144655.84911262098
1960,118910.40774747623
1961,119878.58140713492
1962,98078.53560897452
1963,107029.65440578805
1964,109431.05945641972
1965,139968.72335809033
1966,134591.95599722594
1967,297523.93085822475
1968,422250.20490344154
1969,376739.0315103932
1970,384235.923453818
1971,430377.6297667448
1972,366892.65617189533
1973,290802.7616047353
1974,344801.58192575944
1975,531589.475407584
1976,264807.23205099965
1977,353023.78835063
1978,342802.38474713697
1979,325355.20482892526
1980,219801.3763258378
1981,340378.1586897342
1982,214172.53273038787
1983,200141.98543785958
1984,172156.80807795984
1985,218142.64286382176
1986,211808.25947623563
1987,178569.34433480387
1988,179269.18281078985
1989,191060.6656928291
1990,206153.2460710355
1991,239700.8333693553
1992,210235.58246701027
1993,165368.8802558415
1994,223383.79775006988
1995,178024.0900351154
1996,267520.8385167648
1997,307435.24339259515
1998,313141.52135224035
1999,295579.0767472722
2000,323359.3924342905
2001,295108.6503929109
2002,238919.17381118148
2003,250313.29855265687
2004,276623.6187439126
2005,218899.53592133502
2006,211136.5123389042
2007,249293.24973772097
2008,227578.16718065334
2009,201696.92255330738
2010,193222.61621625719
2011,133056.04687716602
2012,170647.86372164646
2013,181901.49919119195
2014,189932.52188685018
2015,205711.02789015407
2016,197034.91908327708
2017,192246.61135375066
2018,106758.06143926877
2019,135028.15857997775
2020,92348.8761672207
2021,97694.41404207682
2022,201347.7318635095
2023,154514.79444148618
2024,302938.91502580664
2025,335059.55920205405
2026,178518.7760705404
2027,164916.69822359318
2028,153177.3010798857
2029,174064.28054188378
2030,253260.88362160357
2031,217024.86979845658
2032,236451.95378373156
2033,234617.33110053386
